,model,n,method,split,recall_macro,precision_macro,f1_macro,recall_c1,precision_c1,f1_c1
20,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,active,test,0.8095409274101257,0.8813133239746094,0.8422298431396484,0.9442592859268188,0.9765802621841431,0.9601478576660156
21,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,active,test_ext,0.80466628074646,0.6880137920379639,0.7359842658042908,0.8526986837387085,0.8025316596031189,0.826854944229126
22,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,random,test,0.8115531802177429,0.8818723559379578,0.8436752557754517,0.943426251411438,0.9783240556716919,0.960558295249939
23,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,random,test_ext,0.8061984777450562,0.6880797743797302,0.7363684177398682,0.8495409488677979,0.8062153458595276,0.8273112773895264
24,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,mix,test,0.8094897866249084,0.8808403015136719,0.842040479183197,0.9440321326255798,0.9774170517921448,0.9604345560073853
25,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,mix,test_ext,0.7976706624031067,0.6861956119537354,0.7316232919692993,0.8446932435035706,0.8118482232093811,0.8279451131820679
26,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,active,test,0.8091318607330322,0.882875382900238,0.8426175713539124,0.9441078305244446,0.9774954915046692,0.9605116248130798
27,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,active,test_ext,0.797907292842865,0.6867658495903015,0.7320443391799927,0.8457320928573608,0.8128015995025635,0.8289399147033691
28,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,random,test,0.8127216100692749,0.8792547583580017,0.8432837724685669,0.9435777068138123,0.978481113910675,0.9607124924659729
29,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,random,test_ext,0.8012895584106445,0.6847802400588989,0.7317731380462646,0.8430195450782776,0.8139871954917908,0.8282490372657776
30,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,mix,test,0.810009241104126,0.884880542755127,0.8438920974731445,0.943804919719696,0.9789473414421082,0.9610549807548523
31,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,mix,test_ext,0.8018313646316528,0.6939066648483276,0.7379233241081238,0.840671956539154,0.8167437314987183,0.8285350799560547
32,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,active,test,0.8093768358230591,0.8860248327255249,0.8439589142799377,0.9443350434303284,0.9771177768707275,0.9604467749595642
33,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,active,test_ext,0.8025214672088623,0.6949628591537476,0.7390180826187134,0.8436532616615295,0.8141979575157166,0.8286639451980591
34,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,random,test,0.8140655159950256,0.8755574226379395,0.8424931764602661,0.9444864988327026,0.9766622185707092,0.9603049159049988
35,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,random,test_ext,0.8081080913543701,0.6886599063873291,0.7366570234298706,0.8425639271736145,0.81287682056427,0.8274542093276978
36,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,mix,test,0.8109109401702881,0.8816444873809814,0.8430577516555786,0.9452438950538635,0.9756879210472107,0.9602246284484863
37,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,mix,test_ext,0.8019348978996277,0.6783503293991089,0.7282049655914307,0.8373364210128784,0.7839486002922058,0.809763491153717
38,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,active,test,0.8096013069152832,0.8852556943893433,0.84378981590271,0.9444864988327026,0.9768152236938477,0.960378885269165
39,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,active,test_ext,0.7992851734161377,0.6804960370063782,0.7286543250083923,0.8354172706604004,0.786175549030304,0.8100487589836121
40,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,random,test,0.815730631351471,0.8730798959732056,0.8424340486526489,0.9448651671409607,0.9758310317993164,0.9600985050201416
41,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,random,test_ext,0.8072903156280518,0.6735138893127441,0.7263979911804199,0.8341959714889526,0.7827985286712646,0.8076803684234619
42,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,mix,test,0.8108006119728088,0.88291335105896,0.8434696197509766,0.9455468058586121,0.9760006070137024,0.9605323672294617
43,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,mix,test_ext,0.7944380044937134,0.6744301915168762,0.7224227786064148,0.8287542462348938,0.7863309979438782,0.8069854378700256
44,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,active,test,0.810177206993103,0.8861920833587646,0.8444113731384277,0.9453195929527283,0.9753848314285278,0.9601169228553772
45,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,active,test_ext,0.7931597232818604,0.6774020195007324,0.7241342067718506,0.8298109769821167,0.7869390845298767,0.8078066110610962
46,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,random,test,0.8162057399749756,0.8738758563995361,0.8430294990539551,0.9452438950538635,0.9762985110282898,0.9605202674865723
47,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,random,test_ext,0.7995220422744751,0.6679078936576843,0.719340443611145,0.8248209357261658,0.7837340235710144,0.8037527799606323
48,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,mix,test,0.8119667768478394,0.8815454244613647,0.8436481952667236,0.9449409246444702,0.9752227663993835,0.9598430395126343
49,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,mix,test_ext,0.7919326424598694,0.6674255132675171,0.7163057327270508,0.8182089328765869,0.7745668292045593,0.7957899570465088
50,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,active,test,0.8105531930923462,0.8857952952384949,0.8444828391075134,0.9460769295692444,0.9750233888626099,0.9603320956230164
51,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,active,test_ext,0.7911654710769653,0.6696764826774597,0.7178313732147217,0.824350118637085,0.7767851948738098,0.7998611330986023
52,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,random,test,0.8180574178695679,0.8711413741111755,0.8429051637649536,0.9456225633621216,0.9753163456916809,0.9602399468421936
53,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,random,test_ext,0.7994128465652466,0.6576992273330688,0.7117304801940918,0.8167779445648193,0.7715573310852051,0.793523907661438
54,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,mix,test,0.8095999956130981,0.8862737417221069,0.844174861907959,0.9452438950538635,0.9765276312828064,0.9606311321258545
55,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,mix,test_ext,0.7837784886360168,0.6769165992736816,0.7195466756820679,0.8067765831947327,0.7706887722015381,0.7883198857307434
56,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,active,test,0.8098628520965576,0.8889421224594116,0.8453357219696045,0.9455468058586121,0.9760006070137024,0.9605323672294617
57,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,active,test_ext,0.7847367525100708,0.680124819278717,0.722104012966156,0.812026858329773,0.7739439010620117,0.7925281524658203
58,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,random,test,0.8185728192329407,0.8722225427627563,0.8436614871025085,0.9453953504562378,0.9761494994163513,0.9605262875556946
59,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,random,test_ext,0.7962559461593628,0.663515567779541,0.7146588563919067,0.8060439825057983,0.7663242220878601,0.7856823801994324
60,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,mix,test,0.8128337860107422,0.8848258852958679,0.845346212387085,0.9461526870727539,0.9747210741043091,0.960224449634552
61,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,mix,test_ext,0.7849578857421875,0.676179051399231,0.7197889089584351,0.8092532157897949,0.7722369432449341,0.790311872959137
62,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,active,test,0.8099595308303833,0.8884660601615906,0.8452286124229431,0.9459254741668701,0.9762388467788696,0.9608431458473206
63,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,active,test_ext,0.7797096967697144,0.6826847791671753,0.7217358350753784,0.8096238374710083,0.7804573178291321,0.7947730422019958
64,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,random,test,0.8188510537147522,0.871877908706665,0.8436489701271057,0.9457740187644958,0.9753963947296143,0.9603568315505981
65,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,random,test_ext,0.7913631200790405,0.6636782884597778,0.713188886642456,0.8041880130767822,0.7674487233161926,0.7853889465332031
66,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,mix,test,0.8108439445495605,0.8883417248725891,0.8457733392715454,0.9448651671409607,0.978970468044281,0.9616155624389648
67,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,mix,test_ext,0.7768727540969849,0.6742280125617981,0.7150731086730957,0.7955263257026672,0.7712643146514893,0.7832074761390686
68,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,active,test,0.8106012344360352,0.888817548751831,0.8456326127052307,0.946531355381012,0.974730908870697,0.9604241847991943
69,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,active,test_ext,0.7790438532829285,0.6766352653503418,0.7179754972457886,0.8070005774497986,0.7703052163124084,0.7882260084152222
70,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,random,test,0.8188357353210449,0.872450590133667,0.8438785076141357,0.9456982612609863,0.9759280681610107,0.9605754017829895
71,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,random,test_ext,0.7879956960678101,0.6580691933631897,0.7082781791687012,0.7956552505493164,0.7584956884384155,0.776631236076355
72,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,mix,test,0.8078148365020752,0.8868871927261353,0.8437204360961914,0.9394122958183289,0.9835077524185181,0.9609544277191162
73,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,mix,test_ext,0.7829431295394897,0.7051287293434143,0.7356628179550171,0.8113729357719421,0.8481690883636475,0.8293631076812744
74,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,active,test,0.8072900772094727,0.887357234954834,0.8436307907104492,0.938806414604187,0.9839656949043274,0.9608557224273682
75,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,active,test_ext,0.7820229530334473,0.7062097191810608,0.7359558343887329,0.8105087280273438,0.8497734665870667,0.8296768069267273
76,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,random,test,0.8078701496124268,0.8868312835693359,0.8437227010726929,0.9396395087242126,0.9832778573036194,0.9609635472297668
77,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,random,test_ext,0.7839794158935547,0.7046253085136414,0.7357270121574402,0.8122371435165405,0.8472355604171753,0.8293672800064087
78,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,mix,test,0.808387279510498,0.885847806930542,0.8435320258140564,0.9410027265548706,0.981980562210083,0.9610550403594971
79,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,mix,test_ext,0.7918940782546997,0.7037920951843262,0.7393215894699097,0.8334858417510986,0.8411333560943604,0.8372921347618103
80,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,active,test,0.8080717325210571,0.886945366859436,0.8438349962234497,0.9404726028442383,0.9825144410133362,0.9610339403152466
81,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,active,test_ext,0.7895082235336304,0.7044674158096313,0.7387426495552063,0.8319990634918213,0.8428430557250977,0.8373859524726868
82,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,random,test,0.8081981539726257,0.8859281539916992,0.8434533476829529,0.9410027265548706,0.9815926551818848,0.9608692526817322
83,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,random,test_ext,0.7925031185150146,0.7036539316177368,0.7393910884857178,0.83274245262146,0.8407713174819946,0.8367376327514648
84,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,mix,test,0.8091145753860474,0.8841240406036377,0.8432471752166748,0.941684365272522,0.9803674221038818,0.9606366157531738
85,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,mix,test_ext,0.7939275503158569,0.6933243870735168,0.7342793345451355,0.8342108130455017,0.8206846117973328,0.8273924589157104
86,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,active,test,0.808414101600647,0.8843010067939758,0.8429117202758789,0.941911518573761,0.9798313975334167,0.9604973793029785
87,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,active,test_ext,0.7923920154571533,0.6938804388046265,0.7342512607574463,0.8357560038566589,0.8200808763504028,0.8278442025184631
88,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,random,test,0.8101005554199219,0.8830400109291077,0.8433013558387756,0.9426689147949219,0.9779995083808899,0.9600092768669128
89,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,random,test_ext,0.7969677448272705,0.691718339920044,0.7344443202018738,0.8363854885101318,0.8178511261940002,0.8270145058631897
90,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,mix,test,0.8104183673858643,0.8797664642333984,0.8421008586883545,0.9440321326255798,0.9745895266532898,0.9590674638748169
91,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,mix,test_ext,0.8052666187286377,0.682563066482544,0.7321774959564209,0.8504765629768372,0.7974995970726013,0.823136568069458
92,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,active,test,0.8098248243331909,0.8834455013275146,0.8431239128112793,0.9447137117385864,0.9730868339538574,0.9586904048919678
93,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,active,test_ext,0.8026562929153442,0.6835551261901855,0.7322425842285156,0.8519969582557678,0.7960878610610962,0.8230940699577332
94,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,random,test,0.8110507726669312,0.8815841674804688,0.8432105779647827,0.9435019493103027,0.9761027693748474,0.9595255255699158
95,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,random,test_ext,0.8065265417098999,0.6845338940620422,0.7338854670524597,0.8470264673233032,0.8000110387802124,0.8228477239608765
96,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,mix,test,0.810486912727356,0.882164716720581,0.8430277109146118,0.9443350434303284,0.9732282161712646,0.9585639834403992
97,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,mix,test_ext,0.7975598573684692,0.6811825633049011,0.7281093597412109,0.8457320928573608,0.804369330406189,0.8245322704315186
98,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,active,test,0.8097409009933472,0.8846192359924316,0.8436093330383301,0.9443350434303284,0.9746736288070679,0.9592645168304443
99,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,active,test_ext,0.7956153750419617,0.6821401715278625,0.7281200885772705,0.8461360931396484,0.8061695694923401,0.8256694674491882
100,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,random,test,0.8127695918083191,0.8807789087295532,0.8438407778739929,0.9441078305244446,0.9748963713645935,0.9592550992965698
101,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,random,test_ext,0.8019983768463135,0.6803522706031799,0.7288352847099304,0.8427309989929199,0.8058499097824097,0.8238779306411743
102,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,mix,test,0.8104861974716187,0.8848835229873657,0.8441777229309082,0.9435019493103027,0.9761027693748474,0.9595255255699158
103,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,mix,test_ext,0.8029283285140991,0.6909818053245544,0.7364635467529297,0.8404425978660583,0.8089509606361389,0.8243961334228516
104,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,active,test,0.8097727298736572,0.8862488269805908,0.8442202210426331,0.9452438950538635,0.9731773734092712,0.9590072631835938
105,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,active,test_ext,0.8009108304977417,0.6901194453239441,0.7355259656906128,0.8486985564231873,0.8063514828681946,0.8269832134246826
106,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,random,test,0.8150794506072998,0.8785088062286377,0.8441729545593262,0.9450923800468445,0.973249077796936,0.9589641094207764
107,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,random,test_ext,0.8093206882476807,0.6853516697883606,0.7349486947059631,0.844226598739624,0.8034594058990479,0.8233386278152466
108,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,mix,test,0.8128561973571777,0.8831738233566284,0.8446863889694214,0.9475916624069214,0.9697721004486084,0.9585536122322083
109,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,mix,test_ext,0.8045780658721924,0.673972487449646,0.7265809774398804,0.8451293706893921,0.7721983194351196,0.8070194721221924
110,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,active,test,0.8102020025253296,0.8887882828712463,0.8453590869903564,0.9462284445762634,0.9722957015037537,0.9590849876403809
111,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,active,test_ext,0.7984327673912048,0.6764833927154541,0.7260788083076477,0.8410584330558777,0.7767751812934875,0.8076396584510803
112,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,random,test,0.8168092966079712,0.8774800300598145,0.8446990251541138,0.9452438950538635,0.9724949598312378,0.9586758017539978
113,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,random,test_ext,0.8086658716201782,0.6718201041221619,0.7258678078651428,0.8360570073127747,0.7746942043304443,0.8042067289352417
114,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,mix,test,0.8127272129058838,0.8867019414901733,0.8460741639137268,0.9469857811927795,0.9729982018470764,0.9598158001899719
115,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,mix,test_ext,0.7962618470191956,0.6713166236877441,0.721038818359375,0.8330398201942444,0.7783872485160828,0.804786741733551
116,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,active,test,0.8102834224700928,0.8895065188407898,0.8457072377204895,0.9472886919975281,0.972855269908905,0.959901750087738
117,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,active,test_ext,0.7933928370475769,0.6743006706237793,0.722381591796875,0.8352119326591492,0.7791773676872253,0.8062222003936768
118,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,random,test,0.8202031254768372,0.8762861490249634,0.8460850715637207,0.9460012316703796,0.9722135663032532,0.9589282870292664
119,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,random,test_ext,0.8041729927062988,0.6655040383338928,0.7193011045455933,0.8295174241065979,0.7744587659835815,0.8010430932044983
120,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,mix,test,0.8127525448799133,0.8864079713821411,0.8459650278091431,0.9466071128845215,0.9726091623306274,0.9594319462776184
121,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,mix,test_ext,0.7931045293807983,0.664768397808075,0.7149351835250854,0.8201168775558472,0.7674924731254578,0.7929325103759766
122,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,active,test,0.8109968900680542,0.8902974724769592,0.846388578414917,0.9478945732116699,0.971965491771698,0.9597791433334351
123,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,active,test_ext,0.7915723919868469,0.6678699254989624,0.7169781923294067,0.8270331621170044,0.7691156268119812,0.797023594379425
124,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,random,test,0.820244550704956,0.8748481273651123,0.8455314636230469,0.9461526870727539,0.9731266498565674,0.9594501256942749
125,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,random,test_ext,0.8017327785491943,0.6588260531425476,0.7132288217544556,0.8188051581382751,0.7660084962844849,0.7915273904800415
126,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,mix,test,0.811520516872406,0.8872991800308228,0.8456721305847168,0.9474401473999023,0.9725569486618042,0.9598342776298523
127,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,mix,test_ext,0.7890238761901855,0.6754365563392639,0.7205597162246704,0.8140414953231812,0.7659696936607361,0.789274275302887
128,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,active,test,0.8097541332244873,0.894235372543335,0.8472715616226196,0.9466071128845215,0.9750370383262634,0.9606117606163025
129,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,active,test_ext,0.7836145162582397,0.6787957549095154,0.7205976843833923,0.8110500574111938,0.7711731791496277,0.7906091213226318
130,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,random,test,0.8218022584915161,0.8743308782577515,0.8461211919784546,0.9471372365951538,0.9718682169914246,0.9593433737754822
131,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,random,test_ext,0.7986829280853271,0.66508948802948,0.7165595889091492,0.8117216229438782,0.7615992426872253,0.7858620285987854
132,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,mix,test,0.8138747215270996,0.8895528316497803,0.8478052020072937,0.9478188157081604,0.9720388054847717,0.9597760438919067
133,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,mix,test_ext,0.784001350402832,0.6743679046630859,0.7182573080062866,0.8146889805793762,0.7685001492500305,0.7909207940101624
134,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,active,test,0.8103688955307007,0.8945412039756775,0.8476716876029968,0.9475916624069214,0.9737722873687744,0.9605035781860352
135,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,active,test_ext,0.778609037399292,0.6804094910621643,0.7201160192489624,0.8146272301673889,0.7734443545341492,0.7935017943382263
136,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,random,test,0.8224056363105774,0.8735952377319336,0.8461445569992065,0.9472886919975281,0.9719480872154236,0.9594599604606628
137,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,random,test_ext,0.7942096590995789,0.66557377576828,0.7152199149131775,0.8093767166137695,0.7642906904220581,0.7861878871917725
138,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,mix,test,0.8127911686897278,0.8924250602722168,0.8483574390411377,0.9472129940986633,0.9732316732406616,0.9600460529327393
139,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,mix,test_ext,0.7768899202346802,0.6675403714179993,0.7107868194580078,0.8036485314369202,0.76087886095047,0.781679093837738
140,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,active,test,0.8117783069610596,0.8936542868614197,0.8481269478797913,0.9487276673316956,0.9728197455406189,0.9606226682662964
141,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,active,test_ext,0.7739148736000061,0.6714285612106323,0.7127622961997986,0.813188910484314,0.7642675638198853,0.7879696488380432
142,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,random,test,0.8229941725730896,0.8742563724517822,0.8467288613319397,0.9473644495010376,0.9724792242050171,0.9597575664520264
143,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,random,test_ext,0.792041540145874,0.6572456359863281,0.7085860371589661,0.8022948503494263,0.7539374828338623,0.7773648500442505
144,bert_2_v1,150,mix,test,0.7728780508041382,0.9223420023918152,0.8282332420349121,0.9441835880279541,0.9838225841522217,0.9635956287384033
145,bert_2_v1,150,mix,test_ext,0.7102310061454773,0.7325790524482727,0.7210764288902283,0.8273319005966187,0.8469477891921997,0.8370249271392822
146,bert_2_v1,150,active,test,0.775248646736145,0.9260681867599487,0.830959677696228,0.9456225633621216,0.9816809296607971,0.963314414024353
147,bert_2_v1,150,active,test_ext,0.7160722017288208,0.7402471899986267,0.7276501655578613,0.8349369168281555,0.8419707417488098,0.8384390473365784
148,bert_2_v1,150,random,test,0.7738994359970093,0.9251846075057983,0.8303506374359131,0.9439563751220703,0.9825003743171692,0.9628428220748901
149,bert_2_v1,150,random,test_ext,0.7111660242080688,0.7353772521018982,0.7227159738540649,0.8319410085678101,0.842522919178009,0.8371984958648682
